24777 CS UTN UNITE TRANSVERSALE DE NUTRITION;;
24778 CS DE TABACOLOGIE OBST;;
24779 MT NUTRITION PARENTERALE GHN;;
24780 RX GIE IRM NORD CX R;;
24781 CS PSYCHIATRIE EQUIPE HOSPITALIERE LIAISON;;
24782 CS SOINS EN ADDICTOLOGIE;;
24783 CS AIDE AUX SOIGNANTS DOMAINE SANITAIRE;;
24784 CS C REF INFECTIONS OSTEO ARTICULAIRE;;
24785 CS EDUC ASTHME ET BPCO;;
24787 CS EDUCATION THERAPEUTIQ PROGRAMME EDUCOEUR;;
24788 CS MEDECINE INTERNE;;
24789 CS MALADIE INFEC TROP;;
24790 CS AES NON PROFESSIONNEL;;
24792 HJ H JOUR POUR HOSP MACON;;
24793 MT VENTE AU PUBLIC;;
24800 CS CONSULTATIONS D'ONCOLOGIE;;
24801 CS CONSULTATIONS COMPLEXES;;
24802 HJ CARDIO INTERVENTIONNELLE AMB;;
24803 HS H SEMAINE PNEUMOLOGIE;;
24805 HC HGE UNITE A2;;
24807 CS COMPLEXES MIT;;
24810 CS MEDECINE DU SPORT;;
24811 HC CHIR ORTHOPEDIE UNITE 3A;;
24812 HC HGE UNITE 5B;;
24813 HS HOSP SEMAINE HGE RDJ;;
24814 HS HS CHIR ORTHOPEDIE UNITE 3C;;
24815 HS H SEMAINE MEDECINE INTERNE;;
24816 HC MEDECINE INTERNE;;
24817 HC MIT BAT I;;
24818 HC MED INTERNE I2;;
24820 HC HGE UNITE 4A;;
24821 BO UNITE BLOCS BMC;;
24822 MT ANESTHESIOLOGIE BMC;;
24823 CS CONSULT SUIVI DES SPORTIFS HAUT NIVEAU;;
24824 CS MEDECINE DU SPORT PHYSIOLOGIE;;
24825 CS SOINS ACC PREV ADDICTO NORD;;
24827 UNITE POLYVALENTE DES URGENCES;;
24830 HC ADDICTOLOGIE A2;;
24831 HJ ADDICTOLOGIE;;
24839 BM SEROLOGIES INFECTIEUSES;;
24840 BM CTRE NATIONAL REFERENCE VIRUS INFLUENZAE;;
24841 BM CTRE NATIONAL REFERENCE ENTEROVIRUS;;
24843 RX RADIO MOBILE BLOC CX R;;
24844 BM CTRE NATIONAL REFERENCE LEGIONELLES;;
24845 BM CTRE NATIONAL REFERENCE STAPHYLOCOQUES;;
24859 MT VENTE DE PREPARATION A L EXTERIEUR;;
24880 MT STOCK VENTE AU PUBLIC;;
24886 HC PNEUMO 3 BAT I;;
24887 PNEUMO H 3;;
24892 CS ANESTH CHIR PLASTIQUE REPARAT;;
24893 HC CHIR ESTHETIQUE;;
24894 ACHA CHIR ESTHETIQUE AMBU;;
24901 HC U.COMMUNE;;
24902 HC U.COMMUNE;;
24903 HC U.COMMUNE;;
24904 HC U.COMMUNE;;
24905 HC U.COMMUNE;;
24906 HC U.COMMUNE;;
24907 HC U.COMMUNE;;
24909 HC U.COMMUNE;;
24910 HC U.COMMUNE;;
24911 HC U.COMMUNE;;
24912 HC U.COMMUNE;;
24913 RX U.COMMUNE CX R;;
24914 HC U.COMMUNE;;
24916 CS U.COMMUNE;;
24930 U. COMMUNE CR;;
24931 MT U.COMMUNE;;
24935 HS U.COMMUNE;;
24940 MT U.COMMUNE;;
24941 HC U.COMMUNE;;
24942 HC U.COMMUNE;;
24971 AU ANTENNE SMUR CROIX ROUSSE;;
24979 HC U.COMMUNE;;
24981 BO U.COMMUNE CR;;
24982 CS U.COMMUNE;;
24983 CA U.COMMUNE CR;;
24984 MT U.COMMUNE CR;;
24985 HC U.COMMUNE CR;;
24986 HS U.COMMUNE;;
24987 HJ U.COMMUNE;;
24988 CS U.COMMUNE;;
24989 HJ U.COMMUNE;;
24990 CS 3C LOCAL NORD CANCEROLOGIE;;
24992 HC U.COMMUNE;;
25028 CS TEST COVID;;
25029 CS CS TEST COVID;;
25105 ACHA ORTHO TRAUMATO;;
25257 HJ REHABILITATION RESPIRATOIRE ENFANT;;
25258 HJ REHABILITATION RESPIRATOIRE ADULDE;;
25414 CS GESTION MED RISQ COLLECTIFS CATASTROPHES;;
25432 CS CRCM MUCOVISIDOSE;;
25500 HRS SANTE AU TRAVAIL;;
25501 SANTE AU TRAVAIL RS;;
25615 HYGIENE HOSPITALIERE R SABRAN;;
26971 SMUR CHLS;;
28104 HC SCD 2C;;
28106 HC SSR 3C;;
28107 HC SCD 2B;;
28114 HC SSR 2B;;
28115 HC SSR UCC 1B;;
28131 HC SSR 3AB;;
28132 HC SCD 3 AB;;
28133 HC SSR 3B;;
28151 HC SSR 4C;;
28155 HC SCD UCC 1B;;
28180 HC SOINS PALLIATIFS 1A;;
28188 CS EQUIPES MOBILES DE SOINS PALLIATIFS;;
28200 BM ANALYSES ET TRANSPORTS CHARPENNES;;
28205 MT HYGIENE EPIDEMIOLOGIE CHARPENNES;;
28224 HC SSR 2C;;
28226 HC SCD 3C;;
28251 HC SCD 4C;;
28281 HC UC SLD BUDGET B CHARPENNES;;
28282 HC UC SLD 5C;;
28283 HC UC SLD 4A;;
28290 RM LOI HURIET;;
28291 RM CONTRAT DE RECHERCHE;;
28304 HJ SCD HJ;;
28307 HJ SSR HJ;;
28350 RM D50726 AO KROLAK SALMON PHRC NATIONAL 10;;
28351 RM D50747 AO KROLAK SALMON PRQH 2010;;
28352 RM D50696 KROLAK SALMON PRQH 2009;;
28414 AU GESTION MED CATASTROPHES;;
28440 SCD UNIV 4A;;
28441 HC SCD 4B;;
28442 HC SSR 4B;;
28443 SSR 2C;;
28450 RX RADIOLOGIE CHARPENNES;;
28455 RX ECHOGRAPHIE DOPPLER CHARPENNES;;
28456 RX RADIO MOBILE CHARPENNES;;
28502 CS DE LA DOULEUR CHRONIQUE;;
28503 CS MED GERIATRIQUE;;
28504 CS RHUMATOLOGIE;;
28505 CS SANTE AU TRAVAIL CHARPENNES;;
28506 MT SALLE SPEC KINESITHERAPIE CHARPENNES;;
28507 MT ERGOTHERAPIE CHARPENNES;;
28511 MT REEDUCATION NUTRITIONNELLE CHARPENNES;;
28513 MT AUTRES EXPLORATIONS FONCTIONNELLES CHARP;;
28514 MT REEDUCATION ORTHOPHONIQUE CHARPENNES;;
28515 MT PSYCHOMOTRICIEN CHARPENNES;;
28516 MT PSYCHOLOGUE CHARPENNES;;
28524 CS NEUROLOGIE;;
28525 CS OPHTALMOLOGIE;;
28526 CS ORL;;
28527 CS STOMATOLOGIE;;
28528 CS CARDIO GERIATRIQUE;;
28531 SCD 3AB;;
28551 HC SCD 4B;;
28555 HC SCD AVC 4C;;
28556 HC SSR NEURO GERIATRIE 4C;;
28559 MT PHARMACIE CHARPENNES;;
28580 ETP MALADIE ALZHEIMER ET APPARENTEES;;
28591 MT PHARMACIE CHARPENNES;;
28627 CS DOULEUR CHRON REBELLE ACTES TECH;;
28713 CS MEMOIRE;;
28722 RM CRC CHARPENNES;;
28724 CS CENTRE MEMOIRE RESSOURCES ET RECHERCHE;;
28736 MT LOKOMAT ASSIST ROBOTISE A LA MARCHE;;
28740 MT PLATEAU GYMNASE SSR;;
28750 MT PLATEAU ERGOTHERAPIE SSR;;
28754 MT PLATEAU DE PSYCHOMOTRICITE SSR;;
28760 MT PLATEAU DE KINESITHERAPIE SSR;;
28821 HC SLD 4B;;
28841 HC SLD 4A;;
28880 CS POST AVC;;
28881 CS TBLES NEUROCOGN CELL EDUC SANTE EXPERIM;;
28883 MT PSYCOG;;
28884 CS EQUIPE MOBILE COMPORTEMENT;;
28885 CS MPR;;
28892 CS MISSION SANTE PUBLIQUE EN CSG;;
28904 HC U.COMMUNE SCD;;
28905 HC U.COMMUNE SSR;;
30001 RM UF CHARGES RATTACHEES RECHERCHE HG;;
30002 B2 SSR;;
30003 E2 MED;;
30004 B2 HJ SSR POST COVID;;
30005 HC E1 MED POST HRV;;
30015 HC B2 MCO AVAL TEMPORAIRE;;
30102 HC D HC REEDUCATION NEUROLOGIQUE;;
30103 HC D HC REEDUCATION ORTHOPEDIQUE;;
30105 HC C1 HC REED NEUROLOGIQUE;;
30108 HC B1 HC REED NEUROLOGIQUE;;
30109 HS B2 HS REED NEUROLOGIQUE;;
30110 HC E1 HC REED NEUROLOGIQUE;;
30111 HC E2 HC REED NEUROLOGIQUE;;
30112 HC E3 HC REED NEUROLOGIQUE;;
30120 MT LABO ANALYSE DU MOUVEMENT ET HANDICAP;;
30125 HJ HJ REED NEURO PERINEALE;;
30131 HC A2 HC SOINS REED ET POST REA;;
30132 HJ HOPITAL DE JOUR A1;;
30135 HS C1 HS REED NEURO;;
30150 HC MED AIGUE BOURRET;;
30160 HC MED AIGUE DELORE;;
30161 HS E2 HS REED NEUROLOGIQUE;;
30183 MT NEUROMODULATION CEREBRALE;;
30185 CS CONSULTATIONS POST AVC;;
30240 RM CT D20706 BOISSON ANR;;
30241 RM CT D20665 BOISSON ADEME;;
30251 RM ROSSETTI PHRC 2003 NATIONAL;;
30252 RM BOISSON STIC 2003;;
30253 RM BOISSON D PHRC NATIONAL 2003;;
30255 RM ROSSETTI AO HCL 05;;
30256 RM BOISSON PHRC NAT 05;;
30257 RM LUAUTE PHRC REGIONAL 07;;
30258 RM PAM REED ET READ FONCTIONNELLE GH SUD;;
30259 RM 50717 AOJACQUIN COURTOIS PHRC INTERREG10;;
30260 RM AO RODE PHRC INTERREGIONAL 2010;;
30290 RM LOI HURIET;;
30291 RM CONTRAT DE RECHERCHE;;
30302 HC CHAMBRE DOMOTISEE B1;;
30310 HC CHAMBRE DOMOTISEE E1;;
30312 HC CHAMBRE DOMOTISEE E3;;
30315 HC C1 UNITE MCO POST AVC;;
30325 CS REED NEURO PERINEALE SEXOLOGIQUE;;
30354 HS C2 HS UROLOGIE;;
30358 CS MULTIDISCIPLINAIRES;;
30362 BO SALLE INTERVENTIONNELLE;;
30369 HJ H JOUR NEURO URO;;
30403 HJ SSR ONCO HEMATO;;
30411 MT BALNEOTHERAPIE;;
30450 RX RADIOLOGIE HG;;
30455 RX RADIO MOBILE HG;;
30461 CS EDUCATION THERAPEUTIQUE POST AVC;;
30502 CS STOMATOLOGIE;;
30506 CS SANTE AU TRAVAIL HG;;
30508 CS REEDUC NEUROLOGIQUE;;
30511 CS REEDUC FONCTIONNELLE;;
30518 CS DE PSYCHIATRIE;;
30520 MT NEURO PSYCHOLOGIE;;
30530 MT UEROS;;
30540 CS FAUTEUIL ROULANT ELECTRIQUE;;
30550 CS REED FONCT;;
30551 CONSULTATION RHUMATOLOGIE;;
30564 MT CUISINE EDUCATIVE SSR;;
30576 MT PLATEAU D ERGOTHERAPIE SSR;;
30577 MT GYMNASE ACTIVITE PHYSIQUE ADAPTEE SSR;;
30578 MT PLATEAU ORTHOPHONIE SSR;;
30581 MT FAUTEUIL ROULANT HHG;;
30582 CS CARDIOLOGIE;;
30584 CS APPAREILLAGE;;
30585 CS ORL;;
30589 MT EXPLO URO DYNAMIQUE PELVI PERINEOLOGIQUE;;
30591 MT PHARMACIE HG;;
30662 MT REEDUCATION NUTRITIONNELLE HG;;
30714 AU GESTION MED CATASTROPHES;;
30717 MT ASSISTANTE SOCIALE HG;;
30721 MT AUTO ECOLE HG;;
30726 MT RESTAURANT DES PATIENTS;;
30730 MT PLATEAU DE PSYCHOMOTRICITE SSR;;
30731 MT SALLE D ORTHOPTIE SSR;;
30736 MT TAPIS DE MARCHE AVEC HARNAIS;;
30737 MT STABILOMETRIE POSTUROGRAPHIE;;
30738 MT PLATEAU ELECTROSTIMULATION FONCT;;
30904 HC U.COMMUNE;;
30917 HC U.COMMUNE;;
30931 MT PLATEAU DE KINESITHERAPIE SSR;;
31001 RM UF CHARGES RATTACHE RECHERCHE GH EST;;
31022 USC PROV CRIS;;
31023 REA TEMP CRISE;;
31024 HC PROV CRISE COVID;;
31033 CS VACCINATIONS GHE;;
31040 NEURMODULATION;;
31041 E HOP;;
31101 HS U 102;;
31102 HC U 101 ETAGE 1 EST;;
31111 CS THERAPIE DEPRESSION ET TOC;;
31121 HC U 202;;
31124 CS NIGHOGHOSSIAN;;
31125 CS HONNORAT;;
31132 U 102 HJ;;
31151 SALON D ACCUEIL;;
31152 HDJ ARTERIOGRAPHIES;;
31153 HDJ NEUROCHIRURGIE;;
31158 HC PSYCHIATRIE INFANTILE;;
31185 CS CONSULTATIONS POST AVC;;
31199 RM UNITE RECHERCHE TILLEULS BOULEVARD PINEL;;
31204 CS NEURO INFLAMMATION;;
31210 CONSULT THOBOIS;;
31213 RM CTD20631 KROLAC SALMON ASS FR ALZEIMER;;
31214 RM CT D20555 PERRET LIAUDET AFSSAPS;;
31218 CS CONSULTATIONS PLAIES ET CICATRISATION;;
31219 RM DUPUIS GIROD AO HCL 2003;;
31220 HC UNITE 300 ETAGE 3 OUEST;;
31222 HC U 201 AVC TIEDE;;
31223 HC U 1000 UNV;;
31224 RM PEREIRA PHRC NAT 08;;
31225 RM CT D20659 KASSAI EUDRAC GMBH;;
31226 RM CT D20714 FROMENT PHILIPS FRANCE;;
31228 RM D02079 DECHAUD CIRC;;
31229 RM D02185 CLAUSTRAT INSERM;;
31230 RM CT D20643 CONFAVREUX FONDATION ELA;;
31231 RM CT20635 RYVLIN UNIVERSITY COLLEGE LONDON;;
31233 RM RYVLIN PHRC REG 2001;;
31236 RM APE RECHERCHE ALLOCATION PERTE D EMPLOI;;
31241 RM D03922 FROMENT PHILIPS CARDIO;;
31242 RM D03887 CHAZOT CHU CLERMONT FERRAND;;
31243 RM MEYRONNET AO HCL 2004;;
31244 RM RYVLIN PH PHRC REGIONAL 2003;;
31245 RM MONTLAHUC CLAIRE AO HCL 2004;;
31246 RM KROLAK SALMON PIERRE AO HCL 04;;
31247 RM MERTENS PATRICK STIC 2003;;
31249 RM LH D03908 CLAUSTRAT CHS VINATIER;;
31250 RM CRB NEUROBIOTEC;;
31251 RM GENOMIQUE FONCTIONNELLE NEURO ONCO;;
31252 RM CONFAVREUX CHRISTIAN PHRC REG 2004;;
31253 RM KROLAC SALMON PIERRE PHRC REG 2004;;
31254 RM RYVLIN PHILIPPE PHRC REG 2004;;
31255 RM CT D04162 BOISSONNAT ROCHE;;
31256 RM CT D04213 CONFAVREUX GEMACBIO;;
31257 RM CT D04439 CONFAVREUX GENEPROT;;
31258 RM CT D03847 RYVLIN MINISTERE;;
31259 RM CT D04494 HONNORAT INSERM;;
31260 RM CT D04462 KOPP BRAIN NET EUROPE II;;
31262 RM CT D04439 20209 CONFAVREUX GENEPROT;;
31263 RM CT D04499 DO20222 CONFAVREUX INSERM;;
31265 RM THOBOIS STEPHANE PHRC REG 2004;;
31266 RM DUPUIS GIROD SOPHIE AO HCL 2003;;
31268 CS ADDICTOLOGIE;;
31270 RM VIGHETTO ALAIN PHRC CREUTZFELD JACOB;;
31271 RM CT D04233 SEBBAG MERCK SANTE;;
31272 RM CT D04730 CONFAVREUX INSERM;;
31273 RM CT D04876 PERRET LIAUDET AFSSA;;
31274 RM CTD020314 D04634 LIEUTAUD JANSSEN CILAG;;
31276 RM TURJMAN STIC 05 HORS CHAMP CANCER;;
31277 RM PERRIN STIC 05 HORS CHAMP CANCER;;
31278 RM CONFAVREUX PHRC NAT 05;;
31279 RM VIGHETTO PHRC NAT 05;;
31280 RM CT D20339 VANDENBERGHE ALLP;;
31282 RM CT D20205 THIVOLET BEJUI DE NICE;;
31283 RM TILIKETE AO HCL 06 PRIORITAIRES;;
31284 RM COTTRAUX PHRC NAT 06;;
31285 RM AORYVLIN SOUTIEN FINANC PROJET IDEE CTRS;;
31286 RM CT D20435 PERRET LIAUDET ANIOS;;
31287 RM MAUGUIERE PHRC INTERREGIONAL 06;;
31288 RM RYVLIN PHRC INTERREGIONAL 2006;;
31290 RM LOI HURIET;;
31291 RM CONTRAT RECHERCHE;;
31300 CS HEMOVIGILANCE GH EST;;
31302 HS U 302 HS NEUROLOGIE;;
31303 HJ U 302 HJ NEUROLOGIE;;
31304 HC 302 HC NEUROLOGIE;;
31310 HC UNITE 400 NEUROCHIRURGIE;;
31315 HC MED AIGUE SSR;;
31316 HJ BUD BILAN URODYNAMIQUE;;
31320 HC SRPR SOINS DE REED ET POST REA;;
31321 HC UNITE 401;;
31322 HS U 401 HS BROUSSOLLE;;
31331 HC UNITE 301 EPILEPSIE SOMMEIL;;
31334 HC UNITE 301;;
31352 HC NEURO;;
31354 HS U402 EVALUATION CLINIQUE;;
31358 HS HS PSYCHIATRIE INFANTILE;;
31372 CS VIGHETTO;;
31373 CS MOTTOLESE;;
31412 MT CENTRALE DES RESPIRATEURS;;
31414 AU GESTION MED CATASTROPHES;;
31420 HC UNITE 400 NEUROCHIRURGIE;;
31434 OMEDIT OBS MEDICAMENT;;
31440 CS C REF SCLEROSE LATERALE AMYOTROPHIQ;;
31441 CS C REF MALADIES RARES NEUROMUSCULAIRES;;
31442 CS C REF MALADIES DE PARKINSON;;
31450 HC UNITE 400 DOULEUR;;
31451 HC UNITE DOULEUR;;
31501 HC UNITE 200;;
31502 HC UNITE 502 HOSP COMPLETE;;
31503 HJ HOPITAL DE JOUR;;
31504 CS DE REVOL;;
31505 HS HOSPIT DE SEMAINE;;
31507 CS RHEIMS;;
31508 CS EPILEPTOLOGIE SOMMEIL;;
31510 CS CETD DOULEUR GH EST;;
31515 CS EMG;;
31521 CS MEMOIRE CROISILE;;
31522 CS CENTRE MEMOIRE RESSOURCES RECHERCHE;;
31526 CS CENTRE REF APPRENTISSAGE DU LANGAGE;;
31527 CS C REF SYNDROMES NEURO PARANEOPLASIQUE;;
31534 MT EXPLORATIONS ORL;;
31536 MT EXPLORATIONS OPH;;
31541 HC UNITE 500 ET 5 OUEST;;
31542 CS MEMOIRE TILIKETE;;
31547 CS NEURO OPH;;
31553 CS EDUC THERAPUE EPILEPSIE;;
31570 MT URODYNAMIQUE;;
31591 MT PHARMACIE GH EST;;
31593 MT PREPARATIONS GALENIQUES;;
31597 MT ALIMENTATION PARENTERALE;;
31619 HS U 1000 H SEMAINE;;
31627 CS DOULEUR CHRON REBELLE ACTES TECH;;
31701 CS C2RSEP RECH SCLEROSE EN PLAQUES;;
31702 CS CRMR MAL INFLAM RARE CERVEAU ET MOELLE 1;;
31716 HC U 100 H COMPLETE;;
31718 RM LYRIC GH EST WP 3;;
31722 RM CRC CANCER NEURO;;
31733 CS ELSA GH EST;;
31736 HC SURVEILLANCE CONTINUE NEURO;;
31752 RM SCHLUTH BOLARD AO HCL 07 JEUNE CHERCHEUR;;
31754 RM CHEILLAN AO HCL 07 ACTIONS INCITATIVES;;
31755 RM PAM NEUROLOGIE GH EST;;
31756 RM PAM COEUR POUMON METABOLIQUE GH EST;;
31757 RM PAM IMAGERIE;;
31758 CS GERARD;;
31762 CS CRMR EPILEPSIE RARE;;
31800 HC REANIMATION NEUROLOGIQUE;;
31809 HC HOSP NEURORADIO INTERVENTIONNELLE;;
31815 MT NEUROLOGIE DE LIAISON;;
31820 MT LABO ANALYSE DU MOUVEMENT ET HANDICAP;;
31823 HC NEURORADIO INTERVENTIONNELLE;;
31836 HC ECHANGE PLASMATIQUE;;
31840 RX VASCULAIRE INTERV NEURO;;
31841 RX RADIO MOBILE LIT NEURO;;
31842 RX ECHOGRAPHIE DOPPLER NEURO;;
31843 RX RADIO MOBILE BLOC NEURO;;
31849 RM THOBOIS PHRC INTERREGIONAL 07;;
31850 RM CTD20505 PERRET LIAUDET UNIVERSITE LIEGE;;
31851 RM CT D20500 ISNARD INSERM;;
31852 RM CT D3346 MOLLION INGENIX;;
31853 RM CALENDER ALAIN PHRC REG 04;;
31854 RM MAUGUIERE AO CTRS PROJET RTRS NEUROCAP07;;
31855 RM CTD20582PERRET LIAUDET SANTE JEUNE SPORT;;
31856 RM CT D20590 D20578 RYVLIN;;
31857 RM CT D20599 CONFAVREUX AFSSAPS;;
31858 RM CT D20582 PERRET LIAUDET DIR GLE SANTE;;
31859 RM D20616 CENGEPS NC;;
31870 RM CT D20727 REVOL URGO;;
31879 RM MEYRONET AO HCL 07 SOUTIEN CRB;;
31881 RX IRM CERMEP;;
31882 RX TEP CT CERMEP;;
31883 RX TEP IRM MED NUCLEAIRE;;
31900 SA SOINS AMBULATOIRES ADULTE;;
31909 CS NEUROCHIRURGIE U.COMMUNE CR;;
31910 RX RADIOLOGIE NEURO;;
31914 RX SCANNER NEURO;;
31916 RX U.COMMUNE CR;;
31917 RX IRM NEURO CARDIO;;
31918 RX IRM 3T NEURO CARDIO RDJ;;
31920 CS HEMODIALYSE;;
31922 CS SAOUD;;
31923 CS PR JOUANNEAU;;
31924 CS O R L;;
31926 CS OPHTALMOLOGIE;;
31930 CS PERRIN;;
31931 MT ANESTHESIE NEURO RADIOLOGIQUE;;
31932 CS ANESTHESIE;;
31933 MT REEDUCATION FONCT NEUROLOGIQUE;;
31934 CS REEDUC FONCTIONNELLE;;
31935 HC U.COMMUNE;;
31936 MT U.COMMUNE;;
31939 HC U.COMMUNE;;
31940 CS MERTENS;;
31941 MT U.COMMUNE;;
31942 HC U.COMMUNE;;
31946 CS GUYOTAT;;
31949 MT SALLE REVEIL BLOC NEURO;;
31951 MT U.COMMUNE;;
31955 MT ANESTHESIE BLOC NEURO;;
31956 MT ANESTHESIE AUTRES SECTEURS;;
31958 HC U.COMMUNE;;
31962 RX NEURORADIOLOGIE INTERVENTIONNELLE;;
31967 CS U.COMMUNE;;
31969 MT VIDEO E E G;;
31971 MT LABO ELECTROMYOGRAPHIE;;
31973 MT LABO EEG PE;;
31974 MT LABO NEUROPSY FONCT COGNITI LANG MEMOIRE;;
31978 HC U.COMMUNE;;
31979 CS U.COMMUNE;;
31981 HC U.COMMUNE;;
31982 HC U.COMMUNE;;
31983 HC U.COMMUNE;;
31984 SA U.COMMUNE;;
31985 HC U.COMMUNE;;
31986 HC U.COMMUNE;;
31990 BO BLOC NEUROLOGIQUE;;
31991 CS 3C LOCAL EST CANCEROLOGIE;;
31992 MT TOXINE BOTULINIQUE;;
31994 HC U.COMMUNE;;
31995 MT U.COMMUNE;;
32101 SSR PAV I ETAGE 1;;
32102 HJ HJ C RDC;;
32110 HI EHPAD G1;;
32120 HI EHPAD G RDC;;
32151 HC SSR K1;;
32154 HC SCD K1;;
32170 HI EHPAD I1;;
32180 HI EHPAD I RDC;;
32181 HC SSR K RDC;;
32200 BM ANALYSES ET TRANSPORTS P GARRAUD;;
32203 MT PSYCHOMOTRICITE P GARRAUD;;
32211 HC SSR B1;;
32214 HC SCD B1;;
32221 HC SSR B2;;
32223 HJ HJ SSR;;
32224 HC SCD B2;;
32231 HC SCD K1;;
32232 HC SCD K RDC;;
32233 HC SCD B1;;
32234 SCD PAV I;;
32239 RX ECHOGRAPHIE DOPPLER PG;;
32240 RX IMAGERIE MEDICALE P GARRAUD;;
32241 RX RADIO MOBILE PG;;
32243 ECHO DOPPLER GARRAUD;;
32245 MT HYGIENE EPIDEMIOLOGIE P GARRAUD;;
32280 RM APE GERIATRIE DT RECHERCHE;;
32292 CS MISSION SANTE PUBLIQUE EN CSG;;
32310 HC SLD C RDC;;
32012 CTRE VACCIN COVID;;
32319 COURT SEJOUR GERIA;;
32320 RM PAM DE GERIATRIE;;
32321 HC SLD F1;;
32322 HC SLD F RDC;;
32325 HC SLD C ETAGE 1;;
32326 HC SLD C ETAGE 2;;
32328 HC UC SLD BUDGET B PIERRE GARRAUD;;
32329 HC UC SLD FRDC;;
32330 SLD UHR F RDC;;
32331 SLD I RDC;;
32333 UC SLD F UHR;;
32341 HC UC SLD C ETAGE 1;;
32342 HC UC SLD C ETAGE 2;;
32343 HC BATIMENT H RDC;;
32344 HC BATIMENT H 1ER ETAGE;;
32345 HC BATIMENT H 2E ETAGE;;
32346 UNITE HEBERGEMENT HANDICAP NEUROLOGIQUE;;
32350 UC SLD I RDC;;
32351 HC UC SLD I ER;;
32360 USLD G RDC;;
32361 USLD G1;;
32372 HC POOL BUDGET B SLD P GARRAUD;;
32414 AU GESTION MED CATASTROPHES;;
32421 SSR B2;;
32502 CS STOMATOLOGIE;;
32503 CS PSYCHIATRIE;;
32505 CS OPH;;
32507 CS MEDECINE GERIATRIQUE;;
32508 CS RHUMATOLOGIE;;
32509 CS NEUROLOGIE;;
32510 CS SANTE AU TRAVAIL PG;;
32511 CS ENDOCRINOLOGIE;;
32559 MT  PHARMACIE PIERRE GARRAUD;;
32591 MT PHARMACIE PG-BM;;
32662 MT REEDUCATION NUTRITIONNELLE P GARRAUD;;
32685 MT ORTHOPHONIE P GARRAUD;;
32713 CS MEMOIRE;;
32719 MT ERGOTHERAPIE P GARRAUD;;
32722 MT KINESITHERAPIE P GARRAUD;;
32731 HI UC EHPAD BUDGET E;;
32740 MT PLATEAU ERGOTHERAPIE I 1ER;;
32741 HI UC EHPAD G1;;
32742 HI UC EHPAD GRDC;;
32746 HI UC EHPAD KRDC;;
32747 HI UC EHPAD I1;;
32749 HI UC EHPAD C;;
32750 MT PLATEAU ERGOTHERAPIE B1 B2;;
32751 MT PLATEAU ERGOTHERAPIE KRDC K1;;
32760 MT PLATEAU DE KINESITHERAPIE B1 B2;;
32761 MT PLATEAU DE KINESITHERAPIE KRDC K1;;
32762 MT PLATEAU DE KINESITHERAPIE I 1ER;;
32901 HC U.COMMUNE - SSR;;
32904 HC U.COMMUNE;;
32907 HI U.COMMUNE EHPAD;;
32932 HC U.COMMUNE SLD P GARRAUD;;
33001 HJ U 11 HJ ENDOCRINO;;
33002 HDJ ENDOC A DYSLIPIDEMIES;;
33003 CS ENDOCRINOLOGIE;;
33005 HJ ENDOCRINO A DIABETO META;;
33022 USV PROV CRISE;;
33026 REA B16 COVID;;
33027 REA PROV CRISE;;
33028 REA III B 16;;
33029 USC COVID;;
33031 HC CHIR CARDIOVASC B;;
33032 HJ CARDIO PEDIATRIQUE;;
33070 HS CARDIOLOGIE B;;
33071 HC CARDIOLOGIE A;;
33090 HC PNEUMOLOGIE C;;
33091 HC UNITE 91 ETAGE 9;;
33105 HC HOSP CHIR VASCULAIRE ET ENDOVASCULAIRE;;
33106 HC UNITE 41 SURV CONTINUE PEDIATRIQUE;;
33107 HC REANIMATION ADULTE;;
33116 REA II B 16;;
33118 MT ANESTHESIE RADIO;;
33119 HC CONGENITAUX ADULTES;;
33120 HC ZONE SURVEILLANCE DE COURTE DUREE;;
33128 HC REA PEDIATRIQUE B16;;
33139 HC ENDOCRINOLOGIE C;;
33144 HS HOSPIT SEMAINE;;
33146 HJ ONCO GYNECOLOGIE;;
33149 HC REA CARDIAQUE PEDIATRIQUE;;
33158 RM CT D20415 DOUEK GEM;;
33180 HS PNEUMOLOGIE B;;
33181 HC ENDOCRINOLOGIE B;;
33183 HDJ ENDOC A HORMONO;;
33211 HC CHIR THORACIQUE;;
33223 CHIR CARDIOVASC A et C;;
33227 RM TOUBOUL PHRC 2000;;
33229 RM CENTRE D INVESTIGATION CLINIQUE;;
33230 HC UF 21 MEDECINE CARDIAQUE;;
33233 RM TABIB BOUVAGNET AO HCL UCB 2000;;
33239 RM GUEYFFIER PHRC NAT 2002;;
33241 HC UNITE 41 CARDIO PED;;
33244 RM CLAUSTRAT PHRC REG 2002;;
33245 RM D03674 GUEYFFIER INSERM;;
33250 HC RYTHMOLOGIE;;
33251 HC USIC SOINS INTENSIFS CARDIO;;
33259 RM PUGEAT PHRC REG 2002;;
33260 HC CARDIOLOGIE C;;
33261 HS CARDIOLOGIE B1;;
33264 RM D03922 DOUEK PHILIPS CARDIO;;
33265 RM D03703 THIVOLET BEJUI;;
33266 RM D04051 BORZON CHAZOT;;
33267 RM GUEYFFIER PHRC 2003 NATIONAL;;
33268 RM BOUVAGNET PHRC 2003 REGIONAL;;
33269 RM VIALE C STIC 2003;;
33270 RM BORSON CHAZOT PHRC REGIONAL 2003;;
33271 RM EDERY P PHRC REG 2001;;
33272 RM CHIQUET AO HCL 2004;;
